STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,GEO_AREA,Geographical area,AGE,Age,SEX,Sex,EDUCATION_LEVEL,Education level,INCOME_GROUP,Income group,EMP_STATUS,Employment status,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,UNIT_MULT,Unit multiplier,TIME_HORIZON_USE,Time horizon,DECIMALS,Decimals,BREAKDOWN_V7_HH,V7 Breakdowns households
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,TUR,Türkiye,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,94.1458,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,TUR,Türkiye,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,76.3445,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,TUR,Türkiye,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,80.7429,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,TUR,Türkiye,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,83.7909,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,TUR,Türkiye,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,88.2995,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,SVN,Slovenia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,86.6821,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,SVN,Slovenia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,88.9611,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,SVN,Slovenia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,89.9748,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,SVN,Slovenia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,93.042,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,SVN,Slovenia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,92.595,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,SVN,Slovenia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,77.6431,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,SVN,Slovenia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,78.4212,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,HUN,Hungary,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,79.1842,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,HUN,Hungary,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,82.3511,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,HUN,Hungary,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,83.3089,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,HUN,Hungary,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,87.6308,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,HUN,Hungary,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,90.7809,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,HUN,Hungary,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,91.4366,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,HUN,Hungary,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,86.2009,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,PRT,Portugal,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,79.4251,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,PRT,Portugal,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,80.9385,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,PRT,Portugal,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,84.4926,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,PRT,Portugal,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,87.3418,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,PRT,Portugal,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,88.1504,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,PRT,Portugal,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,70.2348,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,PRT,Portugal,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,74.0535,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,NOR,Norway,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,96.6041,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,NOR,Norway,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,96.1982,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,NOR,Norway,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,98.9302,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,NOR,Norway,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,99.0137,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,NOR,Norway,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,97.0455,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,NOR,Norway,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,96.6549,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,NOR,Norway,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,96.0131,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,POL,Poland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,84.1884,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,POL,Poland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,86.75,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,POL,Poland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,90.3839,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,POL,Poland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,92.4198,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,POL,Poland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,93.3301,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,POL,Poland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,75.7829,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,POL,Poland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,80.4457,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ESP,Spain,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,86.3576,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ESP,Spain,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,91.4376,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ESP,Spain,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,95.3775,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ESP,Spain,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,95.9184,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ESP,Spain,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,96.0847,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ESP,Spain,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,78.7489,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ESP,Spain,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,81.9309,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,LTU,Lithuania,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,78.3772,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,LTU,Lithuania,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,81.5188,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,LTU,Lithuania,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,82.1307,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,LTU,Lithuania,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,86.5531,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,LTU,Lithuania,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,87.7113,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,LTU,Lithuania,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,68.2621,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,LTU,Lithuania,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,71.748,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ISL,Iceland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,97.7012,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ISL,Iceland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,97.8642,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ISL,Iceland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,99.1818,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ISL,Iceland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,98.4845,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,BGR,Bulgaria,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,72.1327,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,BGR,Bulgaria,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,75.0747,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,BGR,Bulgaria,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,78.8502,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,BGR,Bulgaria,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,83.5348,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,BGR,Bulgaria,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,87.3064,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,BGR,Bulgaria,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,59.1406,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,BGR,Bulgaria,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,63.5437,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,SWE,Sweden,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,94.7273,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,LVA,Latvia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,78.6113,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,GBR,United Kingdom,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,91.2516,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
